"Ju CKD"
"Over-expression in Diabetic Nephropathy vs. Healthy Living Donor"
"Gene Rank","Gene Name","Gene Symbol","Reporter ID","t-Test","P-value","Q-value","Fold Change"
"10639","thromboxane A2 receptor","TBXA2R","6915","-3.7400243","0.9986692536267144","1.641687864220167","-1.4321058"
"10640","dopachrome tautomerase (dopachrome delta-isomerase, tyrosine-related protein 2)","DCT","1638","-3.633921","0.9986709784998631","1.6415367382694457","-1.2503309"
"10641","ecto-NOX disulfide-thiol exchanger 2","ENOX2","10495","-3.4548056","0.9986778015586965","1.6413940198724","-1.2026362"
"10642","tubulin, gamma complex associated protein 3","TUBGCP3","10426","-3.4796445","0.9986817916931456","1.64124667257438","-1.194868"
"10643","solute carrier family 7 (cationic amino acid transporter, y+ system), member 9","SLC7A9","11136","-3.718019","0.9986929044651579","1.641111057243655","-3.0526114"
"10644","amyloid beta (A4) precursor protein-binding, family B, member 1 (Fe65)","APBB1","322","-3.6149762","0.998697718990614","1.6409651186602128","-1.1749074"
"10645","tubulin, gamma complex associated protein 2","TUBGCP2","10844","-3.3858495","0.9986985455714505","1.640812655439709","-1.1288118"
"10646","AF4/FMR2 family, member 2","AFF2","2334","-3.4551954","0.998700500501196","1.6406620744478828","-1.1498755"
"10647","lens epithelial protein","LENEP","55891","-3.5896764","0.998708718477234","1.6405218096298482","-1.1569213"
"10648","fibroblast growth factor 22","FGF22","27006","-3.3929513","0.9987088047753762","1.6403682149093821","-1.1260247"
"10649","myosin IA","MYO1A","4640","-3.52575","0.9987116205657713","1.6402191317144186","-1.197245"
"10650","copine III","CPNE3","8895","-3.582251","0.998713869520273","1.640069145608716","-1.3945932"
"10651","solute carrier family 22 (organic anion transporter), member 7","SLC22A7","10864","-3.6191177","0.9987151663600673","1.6399176242076916","-1.5619"
"10652","hydroxyacyl-CoA dehydrogenase","HADH","3033","-3.6847446","0.9987167680812072","1.6397666317713648","-1.5323576"
"10653","ATPase, H+ transporting, lysosomal 70kDa, V1 subunit A","ATP6V1A","523","-3.3642402","0.9987222168779347","1.6396219834413226","-1.182753"
"10654","vitronectin","VTN","7448","-3.2883656","0.998724530424695","1.6394722154868997","-1.2634377"
"10655","transient receptor potential cation channel, subfamily C, member 7","TRPC7","57113","-3.3004143","0.9987251526211562","1.6393196993810644","-1.1074814"
"10656","amine oxidase, copper containing 2 (retina-specific)","AOC2","314","-3.4380505","0.9987304156998887","1.639174828726655","-1.1440669"
"10657","protein phosphatase, EF-hand calcium binding domain 1","PPEF1","5475","-3.3931117","0.9987340829001042","1.6390273661975774","-1.188284"
"10658","desmoglein 3 (pemphigus vulgaris antigen)","DSG3","1830","-3.4336443","0.9987365559859658","1.638877971797212","-1.1820803"
"10659","Sad1 and UNC84 domain containing 2","SUN2","25777","-3.5800626","0.9987365651253077","1.638724562530544","-1.3579571"
"10660","methyltransferase like 7A","METTL7A","25840","-3.5431333","0.9987370932903696","1.6385720335205756","-1.4015875"
"10661","SON DNA binding protein","SON","6651","-3.3637404","0.9987432654312136","1.638428791951786","-1.1319312"
"10662","deiodinase, iodothyronine, type I","DIO1","1733","-3.8015947","0.9987444516362642","1.6382773985801409","-3.8059795"
"10663","coronin, actin binding protein, 2A","CORO2A","7464","-3.6411586","0.9987451282103463","1.638125197655132","-1.285518"
"10664","fetuin B","FETUB","26998","-3.3664305","0.9987477239275577","1.6379761726656972","-1.1206026"
"10665","histone deacetylase 6","HDAC6","10013","-3.6957848","0.998750625153674","1.6378276765595476","-1.2485443"
"10666","coxsackie virus and adenovirus receptor","CXADR","1525","-3.550497","0.998750854142804","1.6376748265095822","-1.5988017"
"10667","major intrinsic protein of lens fiber","MIP","4284","-3.3040912","0.9987515318528124","1.637522740765598","-1.0963424"
"10668","bactericidal/permeability-increasing protein","BPI","671","-3.4094896","0.9987568057774103","1.6373782185820476","-1.3406817"
"10669","UDP-Gal:betaGlcNAc beta 1,3-galactosyltransferase, polypeptide 1","B3GALT1","8708","-3.5329072","0.9987590507256656","1.6372287581433538","-1.1532471"
"10670","nephrosis 1, congenital, Finnish type (nephrin)","NPHS1","4868","-3.8389843","0.9987636329770894","1.6370831567557698","-2.3292756"
"10671","protein kinase C and casein kinase substrate in neurons 3","PACSIN3","29763","-3.5010781","0.998764557013787","1.636931586944141","-1.2044868"
"10672","vomeronasal 1 receptor 1","VN1R1","57191","-3.5691187","0.9987654715776725","1.6367800299524886","-1.1484069"
"10673","membrane-bound transcription factor peptidase, site 1","MBTPS1","8720","-3.5546477","0.9987664900432427","1.6366286715583318","-1.290189"
"10674","chaperonin containing TCP1, subunit 6B (zeta 2)","CCT6B","10693","-3.4537873","0.9987696801566145","1.6364808997013165","-1.3245597"
"10675","ubiquitin specific peptidase 1","USP1","7398","-3.4327145","0.9987720505716642","1.6363318125228603","-1.2334465"
"10676","chromosome 15 open reading frame 2","C15orf2","23742","-3.5498698","0.9987738765601328","1.636181861339326","-1.1867207"
"10677","transmembrane and coiled-coil domain family 2","TMCC2","9911","-3.4193301","0.9987757033902739","1.6360319395627412","-1.1670116"
"10678","T, brachyury homolog (mouse)","T","6862","-3.3979146","0.9987775528514529","1.6358820828733216","-1.2001877"
"10679","zinc fingers and homeoboxes 3","ZHX3","23051","-3.4306715","0.998780236273324","1.635733619992763","-1.1815877"
"10680","TatD DNase domain containing 2","TATDN2","9797","-3.6377401","0.9987925970236269","1.6356010322370464","-1.1923988"
"10681","methionine adenosyltransferase II, beta","MAT2B","27430","-3.6584446","0.9988048232420974","1.635468248969006","-1.2399172"
"10682","chromosome 10 open reading frame 57","C10orf57","80195","-3.5369184","0.9988070709186148","1.6353191529183149","-1.1020848"
"10683","chromosome 4 open reading frame 6","C4orf6","10141","-3.4030745","0.998807090953341","1.6351664378048951","-1.1455259"
"10684","peroxiredoxin 6","PRDX6","9588","-3.611994","0.9988085242865105","1.6350160647398588","-1.2269772"
"10685","NADPH dependent diflavin oxidoreductase 1","NDOR1","27158","-3.4525757","0.9988109180071741","1.6348672917362477","-1.2074898"
"10686","immunoglobulin heavy variable 3-73","IGHV3-73","28409","-3.3485448","0.9988109692964854","1.6347147127518442","-1.0886123"
"10687","amiloride-sensitive cation channel 2, neuronal","ACCN2","41","-3.4277027","0.9988187085866499","1.6345747437346603","-1.1308064"
"10688","protocadherin gamma subfamily C, 3","PCDHGC3","5098","-3.4755821","0.998819099309351","1.6344227759868355","-1.1275952"
"10689","FK506 binding protein 8, 38kDa","FKBP8","23770","-3.6183045","0.9988213193040282","1.6342738296715555","-1.1754073"
"10690","agouti related protein homolog (mouse)","AGRP","181","-3.4121342","0.998821463872567","1.6341215156626978","-1.1461343"
"10691","Rtf1, Paf1/RNA polymerase II complex component, homolog (S. cerevisiae)","RTF1","23168","-3.5904813","0.9988303334706014","1.6339835033357504","-1.1939169"
"10692","interleukin 1 receptor accessory protein-like 1","IL1RAPL1","11141","-3.420305","0.9988322539951189","1.6338341498621043","-1.1460614"
"10693","SMAD family member 4","SMAD4","4089","-3.622324","0.9988329812222498","1.6336828725160857","-1.5222709"
"10694","NAD(P)H dehydrogenase, quinone 2","NQO2","4835","-3.6236148","0.9988366089901104","1.6335363670588472","-1.745437"
"10695","argininosuccinate synthase 1","ASS1","445","-3.770587","0.9988456983686211","1.633398820237621","-1.8620223"
"10696","relaxin/insulin-like family peptide receptor 3","RXFP3","51289","-3.5951436","0.9988473708813747","1.6332491715120678","-1.1952792"
"10697","hect domain and RLD 3","HERC3","8916","-3.545152","0.9988487005632797","1.6330989901840114","-1.158602"
"10698","protein tyrosine phosphatase, non-receptor type 9","PTPN9","5780","-3.5345986","0.9988502581785293","1.632949209504252","-1.3824825"
"10699","T-cell leukemia/lymphoma 6","TCL6","27004","-3.4475067","0.9988503631336378","1.6327970821342352","-1.1760266"
"10700","chromosome 11 open reading frame 63","C11orf63","79864","-3.6959114","0.9988557503463019","1.6326536171145793","-1.3765795"
"10701","golgi-associated, gamma adaptin ear containing, ARF binding protein 2","GGA2","23062","-3.5757911","0.9988572699733171","1.632503857779031","-1.1448916"
"10702","spermatogenesis associated 7","SPATA7","55812","-3.4046865","0.9988587223859855","1.6323540165276613","-1.1141635"
"10703","testis expressed 2","TEX2","55852","-3.5757427","0.9988605588208799","1.632204830734063","-1.1912806"
"10704","alpha-2-glycoprotein 1, zinc-binding pseudogene 1","AZGP1P1","646282","-3.5903537","0.9988606555535111","1.6320528302308557","-1.2529514"
"10705","polymerase (DNA directed), alpha 2 (70kD subunit)","POLA2","23649","-3.6027014","0.9988620252067383","1.6319029377142527","-1.7383797"
"10706","SEC62 homolog (S. cerevisiae)","SEC62","7095","-3.80689","0.9988643575165425","1.631754645744472","-1.353315"
"10707","KIAA0564","KIAA0564","23078","-3.5230277","0.9988662735967301","1.6316057015218908","-1.2449443"
"10708","sal-like 2 (Drosophila)","SALL2","6297","-3.4668183","0.9988668238282683","1.631454554210983","-1.2668692"
"10709","Janus kinase 3","JAK3","3718","-3.4985461","0.9988697489543555","1.6313073136342706","-1.1310954"
"10710","syntaxin 2","STX2","2054","-3.6058724","0.9988699374430476","1.631155631562871","-1.274606"
"10711","serine hydroxymethyltransferase 1 (soluble)","SHMT1","6470","-3.6233153","0.9988716105131447","1.6310064018505577","-1.8610953"
"10712","K(lysine) acetyltransferase 2B","KAT2B","8850","-3.7180653","0.9988738440920204","1.6308581150815873","-1.5139112"
"10713","ankyrin repeat domain 55","ANKRD55","79722","-3.5290008","0.9988835418240205","1.6307220415005224","-1.272925"
"10714","ATP-binding cassette, sub-family A (ABC1), member 2","ABCA2","20","-3.6236496","0.9988839840238263","1.6305708846032971","-1.1696341"
"10715","nemo-like kinase","NLK","51701","-3.73619","0.9988844867289199","1.630419854618903","-1.5727924"
"10716","solute carrier family 30 (zinc transporter), member 9","SLC30A9","10463","-3.7379913","0.9988861450769952","1.6302707388736843","-1.2771"
"10717","POTE ankyrin domain family, member K, pseudogene","POTEKP","440915","-3.3342986","0.9988865631416741","1.630119626832786","-1.1188703"
"10718","autoimmune regulator","AIRE","326","-3.4748487","0.9988957828077678","1.6299829052482773","-1.1424209"
"10719","epoxide hydrolase 2, cytoplasmic","EPHX2","2053","-3.6951048","0.9989025218190557","1.6298421616014325","-1.9985912"
"10720","pre T-cell antigen receptor alpha","PTCRA","171558","-3.4912486","0.9989076866585792","1.629698875925246","-1.1568273"
"10721","protein kinase, cAMP-dependent, catalytic, gamma","PRKACG","5568","-3.4478807","0.9989093753560355","1.6295499461899885","-1.1449012"
"10722","ATPase, Na+/K+ transporting, beta 4 polypeptide","ATP1B4","23439","-3.5057168","0.9989101594551254","1.629399568615168","-1.0710514"
"10723","SUMO1/sentrin specific peptidase 6","SENP6","26054","-3.7269351","0.9989102323215423","1.629248058989361","-1.3170508"
"10724","nipsnap homolog 1 (C. elegans)","NIPSNAP1","8508","-3.6604128","0.9989117574465892","1.6290989460097116","-1.2530047"
"10725","protein phosphatase 2 (formerly 2A), regulatory subunit B'', alpha","PPP2R3A","5523","-3.744215","0.9989143344724494","1.6289515761349664","-1.2143055"
"10726","holocarboxylase synthetase (biotin-(proprionyl-CoA-carboxylase (ATP-hydrolysing)) ligase)","HLCS","3141","-3.47875","0.9989171991540137","1.6288047027232673","-1.13592"
"10727","ariadne homolog 2 (Drosophila)","ARIH2","10425","-3.7823458","0.9989174241869156","1.6286535529045647","-1.134037"
"10728","NAD(P)H dehydrogenase, quinone 1","NQO1","1728","-3.78433","0.9989209686312627","1.6285078427309216","-1.5933777"
"10729","zinc finger protein 214","ZNF214","7761","-3.6332262","0.9989215696838055","1.6283573615930116","-1.1766775"
"10730","breast carcinoma amplified sequence 3","BCAS3","54828","-3.741476","0.9989222762278541","1.6282070803911095","-1.2115198"
"10731","PDZ domain containing 2","PDZD2","23037","-3.5545704","0.998922892933534","1.6280566807184351","-1.5404855"
"10732","glycine dehydrogenase (decarboxylating)","GLDC","2731","-3.735824","0.9989242123003472","1.6279074541132668","-1.9209371"
"10733","kinectin 1 (kinesin receptor)","KTN1","3895","-3.6646333","0.9989251629116441","1.6277576543652277","-1.2990562"
"10734","glucokinase (hexokinase 4)","GCK","2645","-3.3809867","0.998925325001804","1.6276065976858434","-1.1298769"
"10735","EF-hand calcium binding domain 6","EFCAB6","64800","-3.8294647","0.9989261911132779","1.6274567160849993","-1.1706139"
"10736","acyl-CoA dehydrogenase family, member 10","ACAD10","80724","-3.643509","0.9989294579596174","1.627310773274302","-1.2283415"
"10737","aldolase B, fructose-bisphosphate","ALDOB","229","-3.9611564","0.9989307912172811","1.6271617079614578","-4.0191326"
"10738","CDK5 regulatory subunit associated protein 2","CDK5RAP2","55755","-3.5749962","0.9989313396458611","1.627011392061426","-1.2486545"
"10739","angiopoietin-like 3","ANGPTL3","27329","-3.6359708","0.9989332741218","1.6268633614135652","-2.1617346"
"10740","transient receptor potential cation channel, subfamily V, member 4","TRPV4","59341","-3.6353617","0.9989338274754096","1.626713109185311","-1.2897545"
"10741","multiple EGF-like-domains 9","MEGF9","1955","-3.7743018","0.9989345943290847","1.6265632325163386","-1.4500759"
"10742","G protein-coupled receptor kinase 5","GRK5","2869","-3.64445","0.998936658069425","1.626415495214381","-1.3906292"
"10743","3-hydroxybutyrate dehydrogenase, type 1","BDH1","622","-3.6036806","0.9989406199627965","1.6262708755422566","-1.2982492"
"10744","adenomatosis polyposis coli 2","APC2","10297","-3.3870082","0.9989482614828942","1.6261322725931724","-1.1069777"
"10745","phosphodiesterase 10A","PDE10A","10846","-3.517237","0.9989510282201598","1.6259857607368817","-1.1307843"
"10746","glutathione S-transferase theta pseudogene 1","GSTTP1","25774","-3.4250267","0.998951930395378","1.6258362414374399","-1.3369762"
"10747","enolase-phosphatase 1","ENOPH1","58478","-3.7044494","0.9989522182423421","1.6256857501516742","-1.325334"
"10748","BAI1-associated protein 3","BAIAP3","8938","-3.5122154","0.9989528776491701","1.6255358914267017","-1.1507199"
"10749","ATPase, Ca++ transporting, plasma membrane 3","ATP2B3","492","-3.3908014","0.9989539916206083","1.6253868001424436","-1.1145856"
"10750","fragile X mental retardation, autosomal homolog 2","FXR2","9513","-3.7408204","0.9989540997306349","1.6252361000630127","-1.2706531"
"10751","mannan-binding lectin serine peptidase 2","MASP2","10747","-3.5764086","0.9989543189070974","1.6250856086397527","-1.1697798"
"10752","suppressor of cytokine signaling 2","SOCS2","8835","-3.7195013","0.9989589865901729","1.624942381249741","-1.4358009"
"10753","microseminoprotein, beta-","MSMB","4477","-3.5062075","0.9989612776951401","1.6247953149742689","-1.085079"
"10754","pregnancy specific beta-1-glycoprotein 4","PSG4","5672","-3.5956712","0.9989648519743327","1.624650362861105","-1.315919"
"10755","transducer of ERBB2, 2","TOB2","10766","-3.5117803","0.9989648932800678","1.6244996923844637","-1.1867985"
"10756","cullin 5","CUL5","8065","-3.7413816","0.9989658865319548","1.6243505977591217","-1.2155952"
"10757","L1 cell adhesion molecule","L1CAM","3897","-3.5314598","0.9989665396026376","1.6242009777008746","-1.1748908"
"10758","tripartite motif-containing 31","TRIM31","11074","-3.442927","0.99896751837353","1.6240519148996255","-1.0636204"
"10759","low density lipoprotein receptor-related protein 2","LRP2","4036","-3.780376","0.9989700341457947","1.6239053782668653","-1.6891729"
"10760","makorin ring finger protein 3","MKRN3","7681","-3.4131312","0.9989715707117717","1.6237572771830866","-1.1267557"
"10761","StAR-related lipid transfer (START) domain containing 8","STARD8","9754","-3.7568798","0.9989776880376731","1.6236166485753243","-1.5839976"
"10762","ADAM metallopeptidase domain 3A (cyritestin 1)","ADAM3A","1587","-3.4463773","0.9989778517399738","1.6234663706487271","-1.0810347"
"10763","ataxin 2-like","ATXN2L","11273","-3.4381409","0.9989789791295769","1.623317686557027","-1.115204"
"10764","semenogelin II","SEMG2","6407","-3.373021","0.9989808622706154","1.6231702579973186","-1.1110442"
"10765","TNNI3 interacting kinase","TNNI3K","51086","-3.4441104","0.9989816785048051","1.6230211233920764","-1.6095939"
"10766","ganglioside-induced differentiation-associated protein 1","GDAP1","54332","-3.433355","0.9989842273009304","1.6228748310226533","-1.1906986"
"10767","chromosome 14 open reading frame 139","C14orf139","79686","-3.4560306","0.9989843727750234","1.6227246618746833","-1.3732342"
"10768","phosphoribosyl pyrophosphate synthetase 1-like 1","PRPS1L1","221823","-3.4377098","0.9989858880527984","1.6225767454268738","-1.1307825"
"10769","Rho guanine nucleotide exchange factor (GEF) 10","ARHGEF10","9639","-3.5275202","0.9989876518178573","1.6224292599528896","-1.2280657"
"10770","solute carrier family 9 (sodium/hydrogen exchanger), member 6","SLC9A6","10479","-3.5673842","0.9989885049065861","1.6222803229405849","-1.2489411"
"10771","NK2 homeobox 8","NKX2-8","26257","-3.432761","0.9989899816680947","1.6221324262272279","-1.1660141"
"10772","RB1-inducible coiled-coil 1","RB1CC1","9821","-3.8074393","0.9989924602937648","1.621986183563577","-1.3173437"
"10773","PDZ and LIM domain 5","PDLIM5","10611","-3.789043","0.9989946878950301","1.6218395604609295","-1.2495859"
"10774","glycerol-3-phosphate dehydrogenase 1 (soluble)","GPD1","2819","-3.7900212","0.9989949305096146","1.621689742247107","-1.7236089"
"10775","chromatin assembly factor 1, subunit B (p60)","CHAF1B","8208","-3.7740266","0.9989960564170466","1.6215413855178342","-1.3109889"
"10776","solute carrier family 25 (mitochondrial carrier; dicarboxylate transporter), member 10","SLC25A10","1468","-3.7861137","0.9989965918000862","1.6213920978312908","-1.6200666"
"10777","paired box 9","PAX9","5083","-3.541409","0.998999165585454","1.6212461458533565","-1.1617131"
"10778","lectin, mannose-binding, 1 like","LMAN1L","79748","-3.3928044","0.9989999633481921","1.6210973389134118","-1.1619719"
"10779","zinc finger protein 471","ZNF471","57573","-3.3835657","0.9990044216592117","1.6209544990206446","-1.1163218"
"10780","B-cell translocation gene 4","BTG4","54766","-3.438591","0.9990063303502399","1.6208075490186666","-1.1319014"
"10781","cytochrome P450, family 4, subfamily F, polypeptide 8","CYP4F8","11283","-3.4265666","0.9990098996206911","1.6206633201269762","-1.0846668"
"10782","cytochrome P450, family 1, subfamily A, polypeptide 1","CYP1A1","1543","-3.5969138","0.9990149823281544","1.6205215729075024","-1.2253478"
"10783","GABA(A) receptor-associated protein like 1","GABARAPL1","23710","-3.7774956","0.9990153250481424","1.6203721638088833","-1.4693925"
"10784","membrane protein, palmitoylated 2 (MAGUK p55 subfamily member 2)","MPP2","4355","-3.621057","0.9990199574177696","1.620229739396803","-1.153355"
"10785","apolipoprotein H (beta-2-glycoprotein I)","APOH","350","-3.6703837","0.9990253083373074","1.6200885065903021","-2.3733096"
"10786","protein phosphatase 1, regulatory (inhibitor) subunit 3D","PPP1R3D","5509","-3.7543094","0.9990253751856444","1.619938731693847","-1.2555116"
"10787","nuclear receptor subfamily 4, group A, member 3","NR4A3","8013","-3.3897994","0.9990295086802774","1.619795578042481","-1.2924576"
"10788","casein alpha s1","CSN1S1","1446","-3.4096649","0.9990313276090748","1.6196486984556706","-1.1240431"
"10789","PROP paired-like homeobox 1","PROP1","5626","-3.4849384","0.9990323944029194","1.6195006267758016","-1.2001824"
"10790","transmembrane 4 L six family member 20","TM4SF20","79853","-3.391136","0.9990332783189079","1.6193522860534078","-1.1123121"
"10791","nuclear mitotic apparatus protein 1","NUMA1","4926","-3.5713735","0.9990333563802637","1.6192026666614463","-1.1563891"
"10792","ketohexokinase (fructokinase)","KHK","3795","-3.8607426","0.9990336621940441","1.6190534440383735","-2.1362946"
"10793","myeloid/lymphoid or mixed-lineage leukemia 2","MLL2","8085","-3.4394653","0.9990364675198734","1.6189082993917179","-1.1151009"
"10794","chymotrypsin-like elastase family, member 2A","CELA2A","63036","-3.6405177","0.9990374238892713","1.6187601856806193","-1.0857041"
"10795","glutamic-pyruvate transaminase (alanine aminotransferase)","GPT","2875","-3.8762393","0.9990405875238092","1.6186156754973011","-1.2845259"
"10796","huntingtin-associated protein 1","HAP1","9001","-3.565224","0.9990473309997695","1.6184769914440298","-1.1494228"
"10797","dopa decarboxylase (aromatic L-amino acid decarboxylase)","DDC","1644","-3.8819823","0.9990480353346017","1.6183285503982963","-2.0873103"
"10798","SUMO1/sentrin specific peptidase 7","SENP7","57337","-3.61733","0.9990503417662446","1.6181827317380064","-1.2280079"
"10799","forkhead box I1","FOXI1","2299","-3.4801035","0.9990507952263833","1.6180339390069138","-1.4959626"
"10800","crystallin, mu","CRYM","1428","-3.905453","0.9990550167914117","1.6178912759219324","-2.476753"
"10801","formiminotransferase cyclodeaminase","FTCD","10841","-3.8591142","0.9990592720874537","1.6177486938171473","-2.2834313"
"10802","submaxillary gland androgen regulated protein 3A","SMR3A","26952","-3.56815","0.9990653854932541","1.617609146562611","-1.1599569"
"10803","scratch homolog 1, zinc finger protein (Drosophila)","SCRT1","83482","-3.5792198","0.999068581687302","1.617464902201491","-1.1023552"
"10804","neuropeptide VF precursor","NPVF","64111","-3.724156","0.9990702354622046","1.6173181875816072","-1.1495856"
"10805","serpin peptidase inhibitor, clade F (alpha-2 antiplasmin, pigment epithelium derived factor), member 2","SERPINF2","5345","-3.6835053","0.9990710518030995","1.6171701445283455","-1.5840986"
"10806","POU class 2 homeobox 2","POU2F2","5452","-3.486677","0.9990733258892404","1.6170244882131974","-1.1251248"
"10807","spectrin, alpha, non-erythrocytic 1 (alpha-fodrin)","SPTAN1","6709","-3.4954212","0.9990739488535616","1.6168761866626387","-1.3521552"
"10808","NDRG family member 4","NDRG4","65009","-3.405302","0.9990756884212477","1.6167297194127237","-1.3025092"
"10809","spectrin repeat containing, nuclear envelope 2","SYNE2","23224","-3.7602253","0.9990769169331739","1.6165824522791488","-1.3299856"
"10810","ERI1 exoribonuclease family member 3","ERI3","79033","-3.458109","0.9990800608699778","1.616438311351251","-1.2764208"
"10811","sphingosine-1-phosphate phosphatase 1","SGPP1","81537","-3.6872199","0.9990808553447929","1.616290396125917","-1.4560186"
"10812","FYVE and coiled-coil domain containing 1","FYCO1","79443","-3.677621","0.9990833857898388","1.6161453163579609","-1.3371512"
"10813","peroxisomal biogenesis factor 3","PEX3","8504","-3.8261995","0.9990836182063628","1.615996546355013","-1.226406"
"10814","retinoid X receptor, alpha","RXRA","6256","-3.5976105","0.9990848960626334","1.6158494946285666","-1.1500078"
"10815","homogentisate 1,2-dioxygenase","HGD","727722","-3.8237052","0.9990918406623663","1.6157116341842863","-1.95968"
"10816","PITPNM family member 3","PITPNM3","83394","-3.4186082","0.9990923357575323","1.61556337012845","-1.1394242"
"10817","phosphorylase kinase, gamma 1 (muscle)","PHKG1","5260","-3.5896335","0.9990966598841835","1.6154213245193805","-1.2163"
"10818","olfactory receptor, family 7, subfamily A, member 10","OR7A10","390892","-3.6794815","0.9990972034008934","1.6152731928795738","-1.1498915"
"10819","growth hormone 2","GH2","2689","-3.5083866","0.9990988657574109","1.615126897263433","-1.1294296"
"10820","Mediterranean fever","MEFV","4210","-3.4149978","0.9991005103644152","1.6149805999407085","-1.1765271"
"10821","A kinase (PRKA) anchor protein (yotiao) 9","AKAP9","10142","-3.653732","0.9991096381437442","1.6148464245431027","-1.1354709"
"10822","nuclear factor, interleukin 3 regulated","NFIL3","4783","-3.5741947","0.9991111456496125","1.614699958487852","-1.49785"
"10823","alkaline phosphatase, placental (Regan isozyme)","ALPP","250","-3.574128","0.9991168766910312","1.6145603446214","-1.1814591"
"10824","serpin peptidase inhibitor, clade A (alpha-1 antiproteinase, antitrypsin), member 6","SERPINA6","866","-3.7766619","0.999117457659032","1.614412434810533","-2.1399634"
"10825","zinc finger, MYND domain containing 11","ZMYND11","10771","-3.643337","0.9991224862866996","1.6142717383063223","-1.2854083"
"10826","vacuolar protein sorting 39 homolog (S. cerevisiae)","VPS39","23339","-3.48759","0.9991233274514246","1.6141243027229348","-1.108866"
"10827","dopey family member 1","DOPEY1","23033","-3.8420107","0.9991247460513949","1.6139778271007188","-1.2491846"
"10828","mitogen-activated protein kinase kinase kinase kinase 3","MAP4K3","8491","-3.8516517","0.9991269752543328","1.6138326877967644","-1.8162794"
"10829","amiloride-sensitive cation channel 4, pituitary","ACCN4","55515","-3.6381369","0.9991284655379074","1.6136863818174438","-1.2034566"
"10830","chromosome 19 open reading frame 2","C19orf2","8725","-3.7557385","0.9991337999718091","1.6135463108915413","-1.3688624"
"10831","ADAM metallopeptidase with thrombospondin type 1 motif, 12","ADAMTS12","81792","-3.6106815","0.9991343281384127","1.6133985046325743","-1.2251441"
"10832","cytochrome P450, family 4, subfamily F, polypeptide 12","CYP4F12","66002","-3.724703","0.9991390657598338","1.613257522392686","-1.4661691"
"10833","TAF1 RNA polymerase II, TATA box binding protein (TBP)-associated factor, 250kDa","TAF1","6872","-3.5366452","0.9991402748042315","1.613110869242241","-1.1762143"
"10834","protein tyrosine phosphatase, receptor type, N","PTPRN","5798","-3.5358512","0.9991429222687404","1.612966565220983","-1.1623863"
"10835","interleukin 22 receptor, alpha 1","IL22RA1","58985","-3.5933614","0.9991497603976417","1.6128290523567386","-1.2305535"
"10836","troponin C type 1 (slow)","TNNC1","7134","-3.8940399","0.9991508160984456","1.6126822316748737","-3.1307523"
"10837","transient receptor potential cation channel, subfamily M, member 6","TRPM6","140803","-3.6626236","0.9991532842674269","1.6125377176201832","-1.3232299"
"10838","microtubule associated tumor suppressor 1","MTUS1","57509","-3.4379387","0.999153448064515","1.6123895114839109","-1.2916155"
"10839","sarcoglycan, alpha (50kDa dystrophin-associated glycoprotein)","SGCA","6442","-3.4888058","0.9991559899133415","1.6122451698776594","-1.1416981"
"10840","alkaline phosphatase, intestinal","ALPI","248","-3.5703483","0.9991593885980226","1.6121022373154323","-1.1077964"
"10841","dihydropyrimidinase","DPYS","1807","-4.0253034","0.9991610561689287","1.6119565382430792","-4.060714"
"10842","G protein-coupled receptor 12","GPR12","2835","-3.4588587","0.9991619375103975","1.6118095976755393","-1.2426796"
"10843","kallikrein-related peptidase 15","KLK15","55554","-3.581709","0.9991632161602299","1.6116633250175179","-1.1346647"
"10844","enhancer of zeste homolog 1 (Drosophila)","EZH1","2145","-3.8064437","0.9991632574073114","1.6115150835168812","-1.2473025"
"10845","neuronal PAS domain protein 1","NPAS1","4861","-3.5618813","0.9991641308220393","1.611368211346879","-1.1324233"
"10846","troponin I type 1 (skeletal, slow)","TNNI1","7135","-4.037783","0.999165025619677","1.6112214006841548","-2.945837"
"10847","distal-less homeobox 6","DLX6","1750","-3.6562655","0.9991653677534945","1.6110737259075896","-1.1160192"
"10848","SMAD family member 5","SMAD5","4090","-3.713623","0.9991657386811508","1.6109261247230733","-1.3066207"
"10849","epidermal growth factor receptor (erythroblastic leukemia viral (v-erb-b) oncogene homolog, avian)","EGFR","1956","-3.6649265","0.9991662215403996","1.6107787311385746","-1.2913973"
"10850","solute carrier family 27 (fatty acid transporter), member 6","SLC27A6","28965","-3.5238109","0.9991710851977068","1.6106384264011964","-1.0783433"
"10851","G protein-coupled receptor 75","GPR75","10936","-3.5388715","0.9991717734457671","1.610491417434611","-1.1601915"
"10852","BTB (POZ) domain containing 2","BTBD2","55643","-3.586186","0.9991727197340768","1.610344851381992","-1.2139623"
"10853","heat shock 70kDa protein 9 (mortalin)","HSPA9","3313","-3.7235916","0.9991745115595061","1.6101996748899836","-1.2640675"
"10854","forkhead box O3","FOXO3","2309","-3.7065556","0.9991792851092702","1.6100593297885613","-1.599877"
"10855","glutamate receptor, ionotropic, N-methyl D-aspartate 2B","GRIN2B","2904","-3.5683687","0.9991811725460994","1.6099143602882409","-1.154819"
"10856","homeobox B1","HOXB1","3211","-3.4957788","0.9991823146231891","1.6097682166008487","-1.2097514"
"10857","golgin B1","GOLGB1","2804","-3.718424","0.9991832241288227","1.6096217251200253","-1.3245115"
"10858","heparanase 2","HPSE2","60495","-3.5985615","0.9991860665588483","1.6094783740995253","-1.2292084"
